DDCTransactionId2CD148FE4FBD091992B7F69C28ACBE70_0, GetCachedData, CacheKey=GSM_af1606fcec214373844d2b6cf9df71c8_PCD3D_SM5_3__BC5N_DEV_SL_NoDBuf_TLpvPropa__7305C0EAF30EBAE6EBBBE09D23B9982D28009564, StartTime=2016.02.22-10.33.49, HierarchicalDDC, DataSize=3015881 bytes, Retrieved=true, Duration=1.421310ms, RunGuid=RunIDCD82F4274577E20B44D3B79FDB23E00D
DDCTransactionIdEA3788D9403EF8DD0A6506B639409FB5_0, GetCachedData, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_AutoDXT_C45F0F7D439FAD52041B1EBC5A8A1__FC5A29F424836F67547AB1BC14246603821353B4, StartTime=2016.02.22-10.33.59, HierarchicalDDC, DataSize=1186 bytes, Retrieved=true, Duration=0.119057ms, RunGuid=RunIDCD82F4274577E20B44D3B79FDB23E00D
DDCTransactionIdEA3788D9403EF8DD0A6506B639409FB5_1, GetCachedData, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_AutoDXT_B21C1AFF42ACD5ADC8C382B3A090A__CA89507B8D820F4BC2690ECA204279B9555C9728, StartTime=2016.02.22-10.33.59, HierarchicalDDC, DataSize=4452 bytes, Retrieved=true, Duration=0.199113ms, RunGuid=RunIDCD82F4274577E20B44D3B79FDB23E00D
DDCTransactionIdEA3788D9403EF8DD0A6506B639409FB5_2, CachedDataProbablyExists, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_AutoDXT_B21C1AFF42ACD5ADC8C382B3A090A__4CE82FE331674843D9D63FF6A48098076A341066, StartTime=2016.02.22-10.33.59, HierarchicalDDC, Duration=0.043519ms, RunGuid=RunIDCD82F4274577E20B44D3B79FDB23E00D
DDCTransactionIdEA3788D9403EF8DD0A6506B639409FB5_3, CachedDataProbablyExists, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_AutoDXT_B21C1AFF42ACD5ADC8C382B3A090A__E2E37627513408BF1569A25F4D84185B4CD2360C, StartTime=2016.02.22-10.33.59, HierarchicalDDC, Duration=0.045981ms, RunGuid=RunIDCD82F4274577E20B44D3B79FDB23E00D
DDCTransactionIdEA3788D9403EF8DD0A6506B639409FB5_4, CachedDataProbablyExists, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_AutoDXT_B21C1AFF42ACD5ADC8C382B3A090A__075E02065A5353E35623093DF43D23E005525A14, StartTime=2016.02.22-10.33.59, HierarchicalDDC, Duration=0.069793ms, RunGuid=RunIDCD82F4274577E20B44D3B79FDB23E00D
DDCTransactionIdEA3788D9403EF8DD0A6506B639409FB5_5, CachedDataProbablyExists, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_AutoDXT_B21C1AFF42ACD5ADC8C382B3A090A__757395CD4BEBCAA3704D2DFD62AF92D69A63345C, StartTime=2016.02.22-10.33.59, HierarchicalDDC, Duration=0.069384ms, RunGuid=RunIDCD82F4274577E20B44D3B79FDB23E00D
DDCTransactionIdEA3788D9403EF8DD0A6506B639409FB5_6, GetCachedData, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_BC5_565E0359430950FA252A118AF8521636___AFD2E7B6C000DBB57C3C2251719C132A8B58702E, StartTime=2016.02.22-10.33.59, HierarchicalDDC, DataSize=6591 bytes, Retrieved=true, Duration=0.128914ms, RunGuid=RunIDCD82F4274577E20B44D3B79FDB23E00D
DDCTransactionIdEA3788D9403EF8DD0A6506B639409FB5_7, CachedDataProbablyExists, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_BC5_565E0359430950FA252A118AF8521636___018F4075D3397499A38D84DACDCE819C495D7211, StartTime=2016.02.22-10.33.59, HierarchicalDDC, Duration=0.066098ms, RunGuid=RunIDCD82F4274577E20B44D3B79FDB23E00D
DDCTransactionIdEA3788D9403EF8DD0A6506B639409FB5_8, CachedDataProbablyExists, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_BC5_565E0359430950FA252A118AF8521636___1978717988CE205C32B2214CC1D518693DF7C4D6, StartTime=2016.02.22-10.33.59, HierarchicalDDC, Duration=0.055011ms, RunGuid=RunIDCD82F4274577E20B44D3B79FDB23E00D
DDCTransactionIdEA3788D9403EF8DD0A6506B639409FB5_9, GetCachedData, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_AutoDXT_FDD461EC4EDF5F99C659709B7A42E__FBBDD204E59CC3E3C9749161169905E65779DA9A, StartTime=2016.02.22-10.33.59, HierarchicalDDC, DataSize=6899 bytes, Retrieved=true, Duration=0.158470ms, RunGuid=RunIDCD82F4274577E20B44D3B79FDB23E00D
DDCTransactionIdEA3788D9403EF8DD0A6506B639409FB5_10, CachedDataProbablyExists, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_AutoDXT_FDD461EC4EDF5F99C659709B7A42E__A862D430A5BD3851806098886F46A0DB4C02712D, StartTime=2016.02.22-10.33.59, HierarchicalDDC, Duration=0.096068ms, RunGuid=RunIDCD82F4274577E20B44D3B79FDB23E00D
DDCTransactionIdEA3788D9403EF8DD0A6506B639409FB5_11, CachedDataProbablyExists, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_AutoDXT_FDD461EC4EDF5F99C659709B7A42E__5D8E67CBA0F04E790BD64833DFE9997DDB1D33F0, StartTime=2016.02.22-10.33.59, HierarchicalDDC, Duration=0.061583ms, RunGuid=RunIDCD82F4274577E20B44D3B79FDB23E00D
DDCTransactionIdEA3788D9403EF8DD0A6506B639409FB5_12, CachedDataProbablyExists, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_AutoDXT_FDD461EC4EDF5F99C659709B7A42E__D3B9066E064FF8485C582FA787D958A7AE111964, StartTime=2016.02.22-10.33.59, HierarchicalDDC, Duration=0.052549ms, RunGuid=RunIDCD82F4274577E20B44D3B79FDB23E00D
DDCTransactionIdEA3788D9403EF8DD0A6506B639409FB5_13, GetCachedData, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_DXT1_15564967414184874DBCB89C44D5959C__BC764A2C9EE4304B0C67B21817404693E1F7E028, StartTime=2016.02.22-10.33.59, HierarchicalDDC, DataSize=3559 bytes, Retrieved=true, Duration=0.132196ms, RunGuid=RunIDCD82F4274577E20B44D3B79FDB23E00D
DDCTransactionIdEA3788D9403EF8DD0A6506B639409FB5_14, CachedDataProbablyExists, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_DXT1_15564967414184874DBCB89C44D5959C__9D39F803524611E06A149C72524AD5B16F591378, StartTime=2016.02.22-10.33.59, HierarchicalDDC, Duration=0.045571ms, RunGuid=RunIDCD82F4274577E20B44D3B79FDB23E00D
DDCTransactionId2CD148FE4FBD091992B7F69C28ACBE70_1, GetCachedData, CacheKey=MATSM_984afa3849534faa8491540b994bd32e_PCD3D_SM5_3__BC5N_DEV_SL_NoDBufD223CF75__23E99E83774251E57C2B3F99B833103F99DBF08E, StartTime=2016.02.22-10.33.59, HierarchicalDDC, DataSize=3312989 bytes, Retrieved=true, Duration=4.824743ms, RunGuid=RunIDCD82F4274577E20B44D3B79FDB23E00D
DDCTransactionId2CD148FE4FBD091992B7F69C28ACBE70_2, GetCachedData, CacheKey=MATSM_984afa3849534faa8491540b994bd32e_PCD3D_SM5_3__BC5N_DEV_SL_NoDBufDAB81C28__16747BAB7773CD8447CFE1E2C4A42C3675E8564A, StartTime=2016.02.22-10.34.00, HierarchicalDDC, DataSize=43977 bytes, Retrieved=true, Duration=0.124399ms, RunGuid=RunIDCD82F4274577E20B44D3B79FDB23E00D
DDCTransactionId2CD148FE4FBD091992B7F69C28ACBE70_3, GetCachedData, CacheKey=MATSM_984afa3849534faa8491540b994bd32e_PCD3D_SM5_3__BC5N_DEV_SL_NoDBufCE894242__C0118808F184FFB83D79AD9AB11575B821F7BE15, StartTime=2016.02.22-10.34.00, HierarchicalDDC, DataSize=94560 bytes, Retrieved=true, Duration=0.141226ms, RunGuid=RunIDCD82F4274577E20B44D3B79FDB23E00D
DDCTransactionId2CD148FE4FBD091992B7F69C28ACBE70_4, GetCachedData, CacheKey=MATSM_984afa3849534faa8491540b994bd32e_PCD3D_SM5_3__BC5N_DEV_SL_NoDBufD9DB04D0__8C735E221A869B92BEE039699E78B506A39A8D22, StartTime=2016.02.22-10.34.00, HierarchicalDDC, DataSize=45844 bytes, Retrieved=true, Duration=0.068564ms, RunGuid=RunIDCD82F4274577E20B44D3B79FDB23E00D
DDCTransactionId2CD148FE4FBD091992B7F69C28ACBE70_5, GetCachedData, CacheKey=MATSM_984afa3849534faa8491540b994bd32e_PCD3D_SM5_3__BC5N_DEV_SL_NoDBufED9A9085__A5F2BF274BCBD6757D2C7D5213D6917ACF545A9A, StartTime=2016.02.22-10.34.00, HierarchicalDDC, DataSize=50964 bytes, Retrieved=true, Duration=0.088267ms, RunGuid=RunIDCD82F4274577E20B44D3B79FDB23E00D
DDCTransactionId2CD148FE4FBD091992B7F69C28ACBE70_6, GetCachedData, CacheKey=MATSM_984afa3849534faa8491540b994bd32e_PCD3D_SM5_3__BC5N_DEV_SL_NoDBufED9A9085__E6DF9CE0EE9717D8B71B071B783390509E9F2721, StartTime=2016.02.22-10.34.00, HierarchicalDDC, DataSize=46674 bytes, Retrieved=true, Duration=0.066917ms, RunGuid=RunIDCD82F4274577E20B44D3B79FDB23E00D
