DDCTransactionIdAD2BED1C4DC03EDDC6B5389B567D3290_0, GetCachedData, CacheKey=GSM_af1606fcec214373844d2b6cf9df71c8_PCD3D_SM5_3__BC5N_DEV_SL_NoDBuf_TLpvPropa__7305C0EAF30EBAE6EBBBE09D23B9982D28009564, StartTime=2016.02.22-01.33.31, HierarchicalDDC, DataSize=3015881 bytes, Retrieved=true, Duration=1.277208ms, RunGuid=RunID37122B6C4D644F36934EA8B1EAD0345F
DDCTransactionIdB9283E1D47D93D4746615D8EA0C974A3_0, GetCachedData, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_AutoDXT_C45F0F7D439FAD52041B1EBC5A8A1__FC5A29F424836F67547AB1BC14246603821353B4, StartTime=2016.02.22-01.33.35, HierarchicalDDC, DataSize=1186 bytes, Retrieved=true, Duration=0.084985ms, RunGuid=RunID37122B6C4D644F36934EA8B1EAD0345F
DDCTransactionIdB9283E1D47D93D4746615D8EA0C974A3_1, GetCachedData, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_AutoDXT_B21C1AFF42ACD5ADC8C382B3A090A__CA89507B8D820F4BC2690ECA204279B9555C9728, StartTime=2016.02.22-01.33.35, HierarchicalDDC, DataSize=4452 bytes, Retrieved=true, Duration=0.085805ms, RunGuid=RunID37122B6C4D644F36934EA8B1EAD0345F
DDCTransactionIdB9283E1D47D93D4746615D8EA0C974A3_2, CachedDataProbablyExists, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_AutoDXT_B21C1AFF42ACD5ADC8C382B3A090A__4CE82FE331674843D9D63FF6A48098076A341066, StartTime=2016.02.22-01.33.35, HierarchicalDDC, Duration=0.027098ms, RunGuid=RunID37122B6C4D644F36934EA8B1EAD0345F
DDCTransactionIdB9283E1D47D93D4746615D8EA0C974A3_3, CachedDataProbablyExists, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_AutoDXT_B21C1AFF42ACD5ADC8C382B3A090A__E2E37627513408BF1569A25F4D84185B4CD2360C, StartTime=2016.02.22-01.33.35, HierarchicalDDC, Duration=0.028737ms, RunGuid=RunID37122B6C4D644F36934EA8B1EAD0345F
DDCTransactionIdB9283E1D47D93D4746615D8EA0C974A3_4, CachedDataProbablyExists, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_AutoDXT_B21C1AFF42ACD5ADC8C382B3A090A__075E02065A5353E35623093DF43D23E005525A14, StartTime=2016.02.22-01.33.35, HierarchicalDDC, Duration=0.046805ms, RunGuid=RunID37122B6C4D644F36934EA8B1EAD0345F
DDCTransactionIdB9283E1D47D93D4746615D8EA0C974A3_5, CachedDataProbablyExists, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_AutoDXT_B21C1AFF42ACD5ADC8C382B3A090A__757395CD4BEBCAA3704D2DFD62AF92D69A63345C, StartTime=2016.02.22-01.33.35, HierarchicalDDC, Duration=0.042696ms, RunGuid=RunID37122B6C4D644F36934EA8B1EAD0345F
DDCTransactionIdB9283E1D47D93D4746615D8EA0C974A3_6, GetCachedData, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_BC5_565E0359430950FA252A118AF8521636___AFD2E7B6C000DBB57C3C2251719C132A8B58702E, StartTime=2016.02.22-01.33.35, HierarchicalDDC, DataSize=6591 bytes, Retrieved=true, Duration=0.063226ms, RunGuid=RunID37122B6C4D644F36934EA8B1EAD0345F
DDCTransactionIdB9283E1D47D93D4746615D8EA0C974A3_7, CachedDataProbablyExists, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_BC5_565E0359430950FA252A118AF8521636___018F4075D3397499A38D84DACDCE819C495D7211, StartTime=2016.02.22-01.33.35, HierarchicalDDC, Duration=0.028737ms, RunGuid=RunID37122B6C4D644F36934EA8B1EAD0345F
DDCTransactionIdB9283E1D47D93D4746615D8EA0C974A3_8, CachedDataProbablyExists, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_BC5_565E0359430950FA252A118AF8521636___1978717988CE205C32B2214CC1D518693DF7C4D6, StartTime=2016.02.22-01.33.35, HierarchicalDDC, Duration=0.023812ms, RunGuid=RunID37122B6C4D644F36934EA8B1EAD0345F
DDCTransactionIdB9283E1D47D93D4746615D8EA0C974A3_9, GetCachedData, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_AutoDXT_FDD461EC4EDF5F99C659709B7A42E__FBBDD204E59CC3E3C9749161169905E65779DA9A, StartTime=2016.02.22-01.33.35, HierarchicalDDC, DataSize=6899 bytes, Retrieved=true, Duration=0.068560ms, RunGuid=RunID37122B6C4D644F36934EA8B1EAD0345F
DDCTransactionIdB9283E1D47D93D4746615D8EA0C974A3_10, CachedDataProbablyExists, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_AutoDXT_FDD461EC4EDF5F99C659709B7A42E__A862D430A5BD3851806098886F46A0DB4C02712D, StartTime=2016.02.22-01.33.35, HierarchicalDDC, Duration=0.041876ms, RunGuid=RunID37122B6C4D644F36934EA8B1EAD0345F
DDCTransactionIdB9283E1D47D93D4746615D8EA0C974A3_11, CachedDataProbablyExists, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_AutoDXT_FDD461EC4EDF5F99C659709B7A42E__5D8E67CBA0F04E790BD64833DFE9997DDB1D33F0, StartTime=2016.02.22-01.33.35, HierarchicalDDC, Duration=0.028737ms, RunGuid=RunID37122B6C4D644F36934EA8B1EAD0345F
DDCTransactionIdB9283E1D47D93D4746615D8EA0C974A3_12, CachedDataProbablyExists, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_AutoDXT_FDD461EC4EDF5F99C659709B7A42E__D3B9066E064FF8485C582FA787D958A7AE111964, StartTime=2016.02.22-01.33.35, HierarchicalDDC, Duration=0.051316ms, RunGuid=RunID37122B6C4D644F36934EA8B1EAD0345F
DDCTransactionIdB9283E1D47D93D4746615D8EA0C974A3_13, GetCachedData, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_DXT1_15564967414184874DBCB89C44D5959C__BC764A2C9EE4304B0C67B21817404693E1F7E028, StartTime=2016.02.22-01.33.35, HierarchicalDDC, DataSize=3559 bytes, Retrieved=true, Duration=0.072256ms, RunGuid=RunID37122B6C4D644F36934EA8B1EAD0345F
DDCTransactionIdB9283E1D47D93D4746615D8EA0C974A3_14, CachedDataProbablyExists, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_DXT1_15564967414184874DBCB89C44D5959C__9D39F803524611E06A149C72524AD5B16F591378, StartTime=2016.02.22-01.33.35, HierarchicalDDC, Duration=0.028327ms, RunGuid=RunID37122B6C4D644F36934EA8B1EAD0345F
DDCTransactionIdAD2BED1C4DC03EDDC6B5389B567D3290_1, GetCachedData, CacheKey=MATSM_984afa3849534faa8491540b994bd32e_PCD3D_SM5_3__BC5N_DEV_SL_NoDBufD223CF75__23E99E83774251E57C2B3F99B833103F99DBF08E, StartTime=2016.02.22-01.33.35, HierarchicalDDC, DataSize=3312989 bytes, Retrieved=true, Duration=3.182556ms, RunGuid=RunID37122B6C4D644F36934EA8B1EAD0345F
DDCTransactionIdAD2BED1C4DC03EDDC6B5389B567D3290_2, GetCachedData, CacheKey=MATSM_984afa3849534faa8491540b994bd32e_PCD3D_SM5_3__BC5N_DEV_SL_NoDBufDAB81C28__16747BAB7773CD8447CFE1E2C4A42C3675E8564A, StartTime=2016.02.22-01.33.35, HierarchicalDDC, DataSize=43977 bytes, Retrieved=true, Duration=0.102639ms, RunGuid=RunID37122B6C4D644F36934EA8B1EAD0345F
DDCTransactionIdAD2BED1C4DC03EDDC6B5389B567D3290_3, GetCachedData, CacheKey=MATSM_984afa3849534faa8491540b994bd32e_PCD3D_SM5_3__BC5N_DEV_SL_NoDBufCE894242__C0118808F184FFB83D79AD9AB11575B821F7BE15, StartTime=2016.02.22-01.33.35, HierarchicalDDC, DataSize=94560 bytes, Retrieved=true, Duration=0.158470ms, RunGuid=RunID37122B6C4D644F36934EA8B1EAD0345F
DDCTransactionIdAD2BED1C4DC03EDDC6B5389B567D3290_4, GetCachedData, CacheKey=MATSM_984afa3849534faa8491540b994bd32e_PCD3D_SM5_3__BC5N_DEV_SL_NoDBufD9DB04D0__8C735E221A869B92BEE039699E78B506A39A8D22, StartTime=2016.02.22-01.33.35, HierarchicalDDC, DataSize=45844 bytes, Retrieved=true, Duration=0.075132ms, RunGuid=RunID37122B6C4D644F36934EA8B1EAD0345F
