DDCTransactionIdA047B7254F3777166DC291B371810A76_0, GetCachedData, CacheKey=GSM_af1606fcec214373844d2b6cf9df71c8_PCD3D_SM5_3__BC5N_DEV_SL_NoDBuf_TLpvPropa__7305C0EAF30EBAE6EBBBE09D23B9982D28009564, StartTime=2016.03.24-02.17.53, HierarchicalDDC, DataSize=3015881 bytes, Retrieved=true, Duration=2.193548ms, RunGuid=RunID70C785F24F995506001A118497873C17
DDCTransactionIdB90C8FCD4E968ECB589C3094E6D89C5D_0, GetCachedData, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_DXT1_15564967414184874DBCB89C44D5959C__BC764A2C9EE4304B0C67B21817404693E1F7E028, StartTime=2016.03.24-02.18.03, HierarchicalDDC, DataSize=3559 bytes, Retrieved=true, Duration=0.055011ms, RunGuid=RunID70C785F24F995506001A118497873C17
DDCTransactionIdB90C8FCD4E968ECB589C3094E6D89C5D_1, CachedDataProbablyExists, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_DXT1_15564967414184874DBCB89C44D5959C__9D39F803524611E06A149C72524AD5B16F591378, StartTime=2016.03.24-02.18.03, HierarchicalDDC, Duration=0.019297ms, RunGuid=RunID70C785F24F995506001A118497873C17
DDCTransactionIdB90C8FCD4E968ECB589C3094E6D89C5D_2, GetCachedData, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_AutoDXT_B21C1AFF42ACD5ADC8C382B3A090A__CA89507B8D820F4BC2690ECA204279B9555C9728, StartTime=2016.03.24-02.18.03, HierarchicalDDC, DataSize=4452 bytes, Retrieved=true, Duration=0.056658ms, RunGuid=RunID70C785F24F995506001A118497873C17
DDCTransactionIdB90C8FCD4E968ECB589C3094E6D89C5D_3, CachedDataProbablyExists, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_AutoDXT_B21C1AFF42ACD5ADC8C382B3A090A__4CE82FE331674843D9D63FF6A48098076A341066, StartTime=2016.03.24-02.18.03, HierarchicalDDC, Duration=0.015598ms, RunGuid=RunID70C785F24F995506001A118497873C17
DDCTransactionIdB90C8FCD4E968ECB589C3094E6D89C5D_4, CachedDataProbablyExists, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_AutoDXT_B21C1AFF42ACD5ADC8C382B3A090A__E2E37627513408BF1569A25F4D84185B4CD2360C, StartTime=2016.03.24-02.18.03, HierarchicalDDC, Duration=0.016831ms, RunGuid=RunID70C785F24F995506001A118497873C17
DDCTransactionIdB90C8FCD4E968ECB589C3094E6D89C5D_5, CachedDataProbablyExists, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_AutoDXT_B21C1AFF42ACD5ADC8C382B3A090A__075E02065A5353E35623093DF43D23E005525A14, StartTime=2016.03.24-02.18.03, HierarchicalDDC, Duration=0.027098ms, RunGuid=RunID70C785F24F995506001A118497873C17
DDCTransactionIdB90C8FCD4E968ECB589C3094E6D89C5D_6, CachedDataProbablyExists, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_AutoDXT_B21C1AFF42ACD5ADC8C382B3A090A__757395CD4BEBCAA3704D2DFD62AF92D69A63345C, StartTime=2016.03.24-02.18.03, HierarchicalDDC, Duration=0.027917ms, RunGuid=RunID70C785F24F995506001A118497873C17
DDCTransactionIdB90C8FCD4E968ECB589C3094E6D89C5D_7, GetCachedData, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_BC5_565E0359430950FA252A118AF8521636___AFD2E7B6C000DBB57C3C2251719C132A8B58702E, StartTime=2016.03.24-02.18.03, HierarchicalDDC, DataSize=6591 bytes, Retrieved=true, Duration=0.043929ms, RunGuid=RunID70C785F24F995506001A118497873C17
DDCTransactionIdB90C8FCD4E968ECB589C3094E6D89C5D_8, CachedDataProbablyExists, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_BC5_565E0359430950FA252A118AF8521636___018F4075D3397499A38D84DACDCE819C495D7211, StartTime=2016.03.24-02.18.03, HierarchicalDDC, Duration=0.018883ms, RunGuid=RunID70C785F24F995506001A118497873C17
DDCTransactionIdB90C8FCD4E968ECB589C3094E6D89C5D_9, CachedDataProbablyExists, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_BC5_565E0359430950FA252A118AF8521636___1978717988CE205C32B2214CC1D518693DF7C4D6, StartTime=2016.03.24-02.18.03, HierarchicalDDC, Duration=0.014368ms, RunGuid=RunID70C785F24F995506001A118497873C17
DDCTransactionIdB90C8FCD4E968ECB589C3094E6D89C5D_10, GetCachedData, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_AutoDXT_FDD461EC4EDF5F99C659709B7A42E__FBBDD204E59CC3E3C9749161169905E65779DA9A, StartTime=2016.03.24-02.18.03, HierarchicalDDC, DataSize=6899 bytes, Retrieved=true, Duration=0.039414ms, RunGuid=RunID70C785F24F995506001A118497873C17
